"Region","Wdid","Status","Last.Updated.On","CS.Type","SSOq.Population.Served","SSOq.Annual.O.M.Budget","SSOq.Annual.Cap.Exp.Budget","SSOq.Entry.Individuals","SSOq.Journey.Individuals","SSOq.Super.Individuals","SSOq.Manage.Individuals","SSOq.Grade.I.Maint","SSOq.Grade.I.Plant","SSOq.Grade.II.Maint","SSOq.Grade.II.Ei","SSOq.Grade.II.Mechanical","SSOq.Grade.III.Maint","SSOq.Grade.III.Ei","SSOq.Grade.III.Mechanical","SSOq.Grade.IV.Maint","SSOq.Grade.IV.Ei","SSOq.Grade.IV.Mechanical","SSOQ_CSU_I","SSOQ_CSU_II","SSOQ_PIPE_6_GRAVITY","SSOQ_PIPE_6_FORCE","SSOQ_PIPE_8_GRAVITY","SSOQ_PIPE_8_FORCE","SSOQ_PIPE_9_18_GRAVITY","SSOQ_PIPE_9_18_FORCE","SSOQ_PIPE_19_36_GRAVITY","SSOQ_PIPE_19_36_FORCE","SSOQ_PIPE_36_GRAVITY","SSOQ_PIPE_36_FORCE","SSOQ_PIPE_UNKNOWN_GRAVITY","SSOQ_PIPE_UNKNOWN_FORCE","SSOQ_PIPE_TOTAL_GRAVITY","SSOQ_PIPE_TOTAL_FORCE","SSOQ_MILES_OF_FORCE_MAIN","SSOQ_MILES_OF_GRAVITY_SEWER","SSOQ_MILES_OF_LATERALS","SSOQ_PORTION_OF_LTERL_RESPSBLE","SSOQ_MILES_OF_LTERL_RESPSBLE","SSOQ_NO_SERVICE_LATERAL","SSOQ_UNKNOWN_GRAVITY","SSOQ_UNKNOWN_OVER","SSOQ_UNKNOWN_UNDER","SSOQ_CONSTRUCTED_BEFORE_1900","SSOQ_BEFORE_1900_OVER","SSOQ_BEFORE_1900_UNDER","SSOQ_CONSTRUCTED_1900_1919","SSOQ_1900_1919_OVER","SSOQ_1900_1919_UNDER","SSOQ_CONSTRUCTED_1920_1939","SSOQ_1920_1939_OVER","SSOQ_1920_1939_UNDER","SSOQ_CONSTRUCTED_1940_1959","SSOQ_1940_1959_OVER","SSOQ_1940_1959_UNDER","SSOQ_CONSTRUCTED_1960_1979","SSOQ_1960_1979_OVER","SSOQ_1960_1979_UNDER","SSOQ_CONSTRUCTED_1980_1999","SSOQ_1980_1999_OVER","SSOQ_1980_1999_UNDER","SSOQ_CONSTRUCTED_2000_CURRENT","SSOQ_AFTER_2000_OVER","SSOQ_AFTER_2000_UNDER","SSOQ_TOTAL_GRAVITY","SSOQ_TOTAL_OVER","SSOQ_TOTAL_UNDER","SSOQ_INACCESSIBLE_SEWER_MILES","SSOQ_SEWER_CLEAN_PRODUCTION","SSOQ_GRAVITY_SEWER_INSPECTION","SSOQ_SSF_AVERAGE_DRY","SSOQ_SSF_PEAK_WET","SSOQ_TO_TYPE_1","SSOQ_TO_NAME_1","SSOQ_TO_WDID_1","SSOQ_26_COUNT","SSOQ_TRIBUTARY_SSS","SSOQ_TRIBUTARY_1","SSOQ_TRIBUTARY_NAME_1","SSOQ_TRIBUTARY_WDID_1","SSOQ_27B_COUNT","SSOQ_GRAVITY_AERIAL_CROSS","SSOQ_FORCE_AERIAL_CROSS","SSOQ_SIPHONS_CONVEY_SEWAGE","X"
"7","7SSO11440","Active","01/30/2023","Municipal (Public)","6,000","1,493,000","133,500","0",14,"2","2","0","0","0","0","0","0","0","0","0","0","0",0,0,"0","50","98","0","1","50","1","0","0","0","0","0",100,100,"0.5","23","18","lower","9","1720","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","90","0",0,100,0,0,"0","23","0","0","0","WWTP other agency","CVWD","na",2,"No"," "," "," ",0,0,0,0,NA
"7","7SSO11476","Historical","09/10/2008","Military","50,000","10,000","20,000","0",5,"1","1","0","0","0","0","0","0","0","0","0","0","0",NA,NA," "," "," "," "," "," "," "," "," "," "," "," ",NA,NA,"5","35","4","upperLower","4","1000"," "," "," ","0"," "," ","0"," "," ","20"," "," ","20"," "," ","16"," "," ","40"," "," ","4"," ",NA,NA,NA,NA,"0","2","0"," "," "," "," "," ",0," "," "," "," ",0,NA,NA,NA,NA
"7","7SSO11498","Historical","","","","","","",NA,"","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","",0,"","","","",0,NA,NA,NA,NA
"7","7SSO11515","Active","06/29/2023","Municipal (Public)","2,124","601,158","4,499,258","1",3,"1","1","0","0","0","0","0","0","0","0","0","0","0",1,0,"18","0","55","100","27","0","0","0","0","0","0","0",100,100,"0.1","4.5","2.0","none","0","531","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73","0","0","20","0","0","7","0",0,100,0,0,"0","0.6","0.1","0.1006","0.1087","WWTP same agency","SEELEY CWD WWTP","7SSO11515",1,"No"," "," "," ",0,0,0,0,NA
"7","7SSO18102","Active","05/23/2023","Municipal (Public)","0","1,000,000","0","0",8,"2","1","5","0","2","0","0","1","0","0","0","0","0",1,1,"0","0","0","0","0","0","0","0","0","0","100","100",100,100,"0","3.1","0","none","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","80","0","0","8","0","0","2","0",0,100,0,0,"0","0.85","0","0","0","WWTP same agency","Lagoon","7SSO18102",1,"No"," "," "," ",0,0,0,0,NA
"7","7SSO18114","Active","09/21/2022","Municipal (Public)","25,000","4,000,000","150,000","0",4,"1","1","3","0","0","0","0","0","0","0","1","0","0",4,1,"1","100","88","0","9","0","2","0","0","0","0","0",100,100,"1.8","74","33.8","lower","0.9","1387","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","3",0,100,3,0,"0","0","0","0.577","0.600","WWTP same agency","Hi Desert WRF","7SSO18114",1,"No"," "," "," ",0,0,0,0,NA
"8","8SSO10290","Historical","","","","","","",NA,"","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","",0,"","","","",0,NA,NA,NA,NA
"8","8SSO10539","Active","01/12/2023","School","35,122",NA,NA,"0",5,"1","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"44","0","50","0","6","0","0","0","0","0","0","0",100,0,"0","7.53",NA,"none","0",NA,"0","0","0","0","0","0","2","0","0","0","0","0","15","0","0","38","0","0","19","0","0","26","0",0,100,0,0,"0.5","1.5","0.5","1.7","1.7","SSS other agency","City of Riverside Regional Water Quality Control P","8SSO10560",1,"Yes","No","City of Riverside Regional Water Quality Control P","8SSO10560",1,0,0,0,NA
"8","8SSO10542","Active","01/06/2023","Municipal (Public)","345,940","8,946,750","10,000,000","3",8,"2","3","3","0","2","0","0","1","0","0","1","0","0",0,0,"25","0","25","0","25","0","25","0","0","0","0","0",100,0,"0","568","890","none","0","94000","0","0","0","0","0","0","1","0","0","3","0","0","30","0","0","40","0","0","22","0","0","4","0",0,100,0,0,"0","540","50","35","35","SSS other agency","Orange County Sanitation District","0",4,"Yes","No","City of Fullerton","0",2,0,0,140,NA
"8","8SSO10543","Active","09/21/2022","Municipal (Public)","55,349","950,000","940,000","1",2,"1","0.5","2","1","0","0","0","1","0","0","0","0","0",2,0,"1","2","82","50","15","48","2","0","0","0","0","0",100,100,"20","175","40","none","0","18138","0","0","0","0","0","0","5","0","0","5","0","0","6","0","0","5","0","0","11","0","0","68","12",0,100,12,0,"5","85","1","3.7","6","WWTP same agency","City of Beaumont, CA","8 330 101001",1,"No"," "," "," ",0,17,11,0,NA
"8","8SSO10544","Active","09/08/2022","Municipal (Public)","5,779","5,669,453","411,667","1",3,"3","2","1","0","2","0","0","4","0","0","1","0","0",7,2,"0","100","90","0","10","0","0","0","0","0","0","0",100,100,"0.9","115","177","lower","44.3","11700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","0","7","15","0","0","5","0",0,100,0,7,"1","28.84","3.96",".8","1.5","WWTP other agency","Big Bear Area Regional Wastewater Agency",NA,1,"No"," "," "," ",0,0,0,0,NA
"8","8SSO10545","Active","05/10/2023","Municipal (Public)","47,589","1,807,855","1,080,000","2",6,"2","1","1","0","0","0","0","0","0","0","0","0","0",0,0,"5","0","86","0","8","0","1","0","0","0","0","0",100,0,"0.04","134","200","none","0","11540","0","0","0","0","0","0","0","0","0","5","0","0","10","0","0","50","0","1","20","0","0","15","0",2,100,0,3,"1","108","108","0.6308","0.7885","SSS same agency","City of Brea","8SSO10545",3,"No"," "," "," ",0,4,0,1,NA
"8","8SSO10546","Active","01/18/2023","Municipal (Public)","83,347","1,249,880","1,550,000","1",2,"2","2","1","0","1","0","0","1","0","0","2","0","0",0,0,"15","0","65","0","15","0","5","0","0","0","0","0",100,0,"0","168","160","none","0","18921","0","0","0","0","0","0","0","0","0","15","0","0","55","0","0","15","0","0","10","0","0","5","0",0,100,0,0,"10","84","48","1","1","WWTP other agency","Orange County Sanitation","Unknown",1,"Yes","No","City of Anaheim",NA,2,0,0,8,NA
"8","8SSO10547","Historical","06/22/2016","School","18,000","9,000","9,000","0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,"50","0","50","0","0","0","0","0","0","0","0","0",100,0,"0","3","1","upperLower","1","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","45","0","0","30","0",0,100,0,0,"0","0","0.5",".083",".077","SSS other agency","San Bernardino Municipal Water","Unknown",1,"No"," ","N/A","N/A",0,0,0,0,NA
"8","8SSO10548","Active","04/20/2023","School","43,000","50,000","0","0",8,"1","2","0","0","0","0","0","0","0","0","00","0","0",0,0,"70","0","30","0","0","0","0","0","0","0","0","0",100,0,"0.1","1.5","3","upperLower","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70","0","0","20","0","0","10","0",0,100,0,0,"0","2","0.5",".5","0","SSS other agency","Orange County Sanitation Dist","na",1,"No"," "," "," ",0,0,0,0,NA
"8","8SSO10549","Historical","09/22/2016","Municipal (Public)","5,094","5,136,000","350,000","0",5.5,"1.9","1.6","3","0","4","0","0","0","0","0","0","0","0",0,0,"0","0","90","0","0","90","0","0","0","0","10","10",100,100,"5.5","250","68","lower","17.4","9281","0","0","0","0","0","0","0","0","0","0","0","0","10","0","2","40","0","2","40","0","2","10","0",4,100,0,10,"15","20","20","400","600","WWTP other agency","Big Bear Area Regional Wastewater Agency","7A360100011",1,"No"," "," "," ",0,5,5,0,NA
"8","8SSO10551","Active","08/03/2022","Municipal (Public)","85,081","7,324,800","2,613,840","1",7,"1","1","4","0","0","0","0","0","0","0","3","0","0",2,1,"0","0","70","25","12","75","6","0","0","0","12","0",100,100,"4.3","198.66","188","none","0","20583","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","75","2","0","5","2",6,100,4,6,"0","89","35","4.67","11.8","WWTP other agency","Inland Empire Utilities Agency","8332818001",1,"No"," "," "," ",0,4,3,7,NA
"8","8SSO10552","Active","07/05/2022","Municipal (Public)","49,600","480,000","1,100,000","2",2,"1","2","2","0","2","0","0","0","0","0","0","0","0",0,0,"1","0","97","100","1","0","1","0","0","0","0","0",100,100,"0.1","102","0","none","0","12000","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","65","0","1","19","0","0","5","0",0,100,0,1,"2","75","24","Not Availa","Not Availa","WWTP other agency","Orange County Sanitation District","N/A",1,"Yes","Yes","City Of Cypress","8SSO10552",1,0,0,9,NA
"8","8SSO10554","Active","03/15/2023","Municipal (Public)","25,250","5,105,200","7,100","0",2,"1","1","0","0","1","0","0","0","0","0","0","0","0",0,0,"1","0","80","0","18","0","1","0","0","0","0","0",100,0,"0.1","72.63","21.7","none","0","5500","1","0","0","0","0","0","0","0","0","0","0","0","6","0","0","56","0","0","16","0","1","21","0",0,100,0,1,"0.7","52","8","6.10","6.40","WWTP other agency","City of San Bernardino","8360114002",1,"No"," "," "," ",0,0,0,0,NA
"8","8SSO10556","Active","04/05/2023","Municipal (Public)","27,000","8,100,000","4,500,000","0",2,"2","1","0","0","1","0","0","2","0","0","1","0","0",0,0,"0","100","88","0","9","0","3","0","0","0","0","0",100,100,"7","90","42","none","0","7475","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","2","0","65","10","0","25","0",0,100,12,0,"0.5","11","11","1.9","1.9","WWTP other agency","Western Riverside County Regional Wastewater Autho","WRCRWA",1,"No"," "," "," ",0,1,0,2,NA
"8","8SSO10557","Active","01/04/2023","Municipal (Public)","9,000","110,000","100,000","5",5,"1","1","3","0","0","0","0","1","0","0","0","0","0",2,0,"40","0","50","0","10","0","0","0","0","0","0","0",100,0,"0","35","10","none","0","2350","0","0","0","0","0","0","0","0","0","5","0","0","25","0","0","20","0","2","25","0","0","25","0",0,100,0,2,"0","15","35","0.75","1.0","WWTP other agency","EMWD",NA,4,"No"," "," "," ",0,0,0,0,NA
"8","8SSO10558","Active","07/14/2023","Municipal (Public)","73,288","9,107,155","3,940,000","3",4,"1","1","1","3","3","0","0","0","0","0","1","0","0",0,0,"3","16","78","1","15","83","4","0","0","0","0","0",100,100,"3.48","246","81.46","none","0","14845","1","0","0","0","0","0","0","0","0","3","0","0","12","0","0","36","0","0","30","1","0","18","0",0,100,1,0,"5.1","158.65","45.80","5.7","7.1","WWTP same agency","City fo Redlands","8 36I005758",1,"No"," "," "," ",0,3,0,3,NA
"8","8SSO10560","Active","05/04/2023","Municipal (Public)","327,728","7,309,293","3,357,000","7",76,"7","7","6","4","2","0","2","3","0","1","7","0","1",0,0,"6","32","76","0","12","15","4","53","1","0","1","0",100,100,"11","782","413","lower","356","76595","0","0","0","10","0","0","0","0","0","0","0","0","50","0","0","20","1","2","0","1","6","20","1",7,100,3,15,"11","566.9","25.9","26.2","30.86","WWTP same agency","Riverside City WWRF","8330117003",1,"Yes","No","Jurupa CSD","8SSO10582",3,220,0,21,NA
"8","8SSO10561","Active","10/20/2022","Municipal (Public)","207,500","2,426,319","3,940,000","1",17,"4","3","2","3","3","0","0","1","0","1","2","0","3",0,0,"1","0","72","100","15","0","9","0","1","0","2","0",100,100,"1","477","450","none","0","0","0","0","0","1","0","0","2","0","0","5","0","0","30","0","0","24","6","0","30","5","1","8","0",0,100,11,1,"1","460","30","22","33","WWTP same agency","City Of San Bernardino","8SSO10561",1,"Yes","No","East Valley Water","8SSO10569",2,4,0,18,NA
"8","8SSO10562","Active","08/01/2022","Municipal (Public)","56,000","2,420,226","210,000","1",7,"1","1","5","0","3","0","0","1","0","0","0","0","0",1,1,"10","100","80","0","10","0","0","0","0","0","0","0",100,100,"1","206","0","none","0","11092","0","0","0","10","0","0","10","0","0","10","0","0","10","0","0","20","0","0","20","0","0","20","0",0,100,0,0,"0","55.70","19.17","0","0","WWTP other agency","EMWD","0",1,"No"," "," "," ",0,0,0,1,NA
"8","8SSO10564","Active","08/16/2022","Municipal (Public)","79,139","2,496,977","500,000","1",3,"1","1","2","0","0","0","0","1","0","0","0","0","0",2,1,"0","0","84","0","12","0","4","0","0","0","0","0",100,0,"0","258","139","none","0","17314","0","0","0","0","0","0","0","0","0","7","0","0","11","0","0","37","0","0","34","0","0","11","0",0,100,0,0,"4","147.8","16.9","5.036","10.886","WWTP other agency","IEUA","8 362918001",1,"No"," "," "," ",0,0,0,0,NA
"8","8SSO10565","Active","12/29/2022","Municipal (Public)","169,868","3,065,253","6,897,588","3",15,"1","1","0","0","2","0","0","0","0","0","0","0","0",1,0,"2","40","82","8","14","32","1","20","1","0","0","0",100,100,"24","441","8","none","0","1003","26","0","0","0","0","0","0","0","0","0","0","0","6","0","0","16","1","0","48","3","4","4","3",2,100,7,6,"0","90.5","90.5","12.0","14.5","WWTP same agency","Water Reclamation Facility No. 1","8SSO10565",3,"Yes","No","City of Norco","8SSO10556",1,19,6,5,NA
"8","8SSO10566","Active","11/16/2022","Municipal (Public)","118,300","4,900,000","1,800,000","1",6,"2","2","2","0","2","0","0","1","0","0","3","0","0",0,0,"0","24","85","30","14","46","1","0","0","0","0","0",100,100,"4.8","219.4","109.3","none","0","24955","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","46","4","0","3","16","0","2","1",0,100,21,0,"2.8","172","1.5","8.4","15.1","SSS same agency","OCSD","8SSO10591",1,"Yes","Yes","City of Newport Beach","8SSO10590",1,0,0,8,NA
"8","8SSO10568","Active","10/10/2022","Municipal (Public)","35,000","170,000","00","0",5,"1","1","0","0","2","0","0","0","0","0","5","0","0",1,0,"0","0","80","10","10","90","10","0","0","0","0","0",100,100,"5.4","7.4","0","none","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","1","3","0","1",6,100,2,9,"3","3","0","2.8","2.8","WWTP same agency","WRCRWA","0",1,"No"," "," "," ",0,5,1,8,NA
"8","8SSO10569","Active","05/05/2023","Municipal (Public)","104,000","780,000","200,000","0",4,"2","2","6","0","1","0","0","0","0","0","1","0","0",0,0,"15","0","69","0","13","0","3","0","0","0","0","0",100,0,"0","230","154","none","0","20860","0","0","0","0","0","0","0","0","0","0","0","0","31","0","0","33","0","0","29","0","0","7","0",0,100,0,0,"0","182","57","6.5","17.3","SSS same agency","San Bernardino Water Reclamation Plant","N/A",1,"No"," "," "," ",0,2,0,7,NA
"8","8SSO10570","Active","01/20/2023","Municipal (Public)","58,821","9,321,250","2,554,800","3",27,"7","3","1","0","2","0","0","0","0","0","3","0","0",0,0,"13","6","70","22","13","72","4","0","0","0","0","0",100,100,"6","114","38","lower","38","9549","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","7","3","7","0","0","3","1",0,100,8,3,"4","11.4","1.6","3.528","7.92","SSS same agency","EL TORO WATER DISTRICT","8SSO10570",4,"No","No"," "," ",5,12,1,9,NA
"8","8SSO10572","Active","07/11/2022","Municipal (Public)","57,000","566000","1,300,000","0",4,"1","4","3","0","1","0","0","1","0","0","2","0","0",0,0,"0","0","85","0","10","0","5","0","0","0","0","0",100,0,"0","133","312","none","0","16500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95","1","0","5","0","0","0","0",0,100,1,0,"1","133","11","6","7","WWTP other agency","OCSD","8SS010640",1,"No"," "," "," ",0,7,0,11,NA
"8","8SSO10573","Historical","10/11/2022","Municipal (Public)","141,061","2,987,241","1,900,000","5",7,"1","1","4","1","0","0","0","1","0","0","2","0","0",3,2,"6.1","0","78","0","13.9","0","2","0","0","0","0","0",100,0,"0.2","324","520","none","0","55000","0","0","0","0","0","0","0","0","0","5","0","0","35","0","0","38","0","0","8","0","0","14","0",1,100,0,1,"5.2","248.2","60.5","19.1","45.7","WWTP other agency","Orange County Sanitation District","sso10640",3,"Yes","No","Brea City","sso10545",3,28,0,33,NA
"8","8SSO10574","Active","11/17/2022","Municipal (Public)","172,652","8,388,939","14,579,258","0",11,"3","1","4","0","4","0","0","1","0","0","2","0","0",11,11,"2","10","80","90","14","0","4","0","0","0","0","0",100,100,"2.5","317.5","492","none","0","37100","0","0","0","0","0","0","0","0","0","5","0","0","67","0","0","20","0","0","2","0","0","6","3",0,100,3,0,"0.9","132","105","22","30.8","WWTP other agency","OCSD","n/a",1,"No"," "," "," ",0,0,0,60,NA
"8","8SSO10575","Historical","04/26/2016","Municipal (Public)","12,100","342,225","100,000","4",2,"1","2","2","0","2","0","1","1","0","0","0","0","0",0,0,"1","0","92","0","6","0","1","0","0","0","0","0",100,0,"0","33","32.7","lower","16","4736","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94","0","0","6","0","0","0","0",0,100,0,0,"0","15.3","0","1.2","1.6","SSS other agency","City of Colton","8SSO10636",2,"No"," "," "," ",0,0,0,0,NA
"8","8SSO10577","Active","09/01/2022","Municipal (Public)","8,000","779,335","640,849","0",1,"1","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"0","0","77","0","23","0","0","0","0","0","0","0",100,0,"0","15.8","14.3","none","0","1547","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87","0","0","8","0","0","5","0",0,100,0,0,"0","15.8","1.0","0.57","0.65","WWTP same agency","WRCRWA","8332353001",1,"No"," "," "," ",0,0,0,1,NA
"8","8SSO10578","Active","02/22/2023","Municipal (Public)","201,000","9,864,062","8,245,000","6",14,"5","1","5","1","3","0","1","2","0","0","3","0","0",1,1,"1","90","84","10","14","0","1","0","0","0","0","0",100,100,"2.9","363","630","lower","300","52000","0","0","0","0","0","0","1","0","0","2","0","0","3","0","0","67","7","10","24","1","0","3","2",7,100,10,17,"81","451.08","71.8","14.5","18.0","SSS other agency","Orange County Sanitation District","8SS010640",2,"Yes","No","City of Seal Beach","8SS010604",3,31,8,37,NA
"8","8SSO10579","Historical","11/05/2015","Municipal (Public)","1,200","385,000","475,000","2",9,"4","2","0","0","0","0","0","0","0","0","0","0","0",0,0,"0","0","75","0","25","0","0","0","0","0","0","0",100,0,"0","11.3","0","none","0","576","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0",0,100,0,0,"1.1","1.1","0.02",".135",".185","WWTP same agency","Idyllwild water District Effluent Disposal Ponds",NA,1,"No"," "," "," ",0,0,6,3,NA
"8","8SSO10580","Active","05/03/2023","Municipal (Public)","863,000","1,635,132","882,000","8",65,"7","6","2","0","2","6","2","1","9","9","6","1","1",0,0,"1","7","7","4","20","58","55","31","17","0","0","0",100,100,"14.0","147.1","0","none","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","43","2","0","36","0","0","15","2",0,100,4,0,"0","31.5","27.2","50.0","60.8","WWTP same agency","Inland Empire Utilities Agency","8332818001",3,"No"," "," "," ",0,29,1,41,NA
"8","8SSO10582","Active","04/07/2023","Municipal (Public)","140,147","15,685,233","14,613,930","1",8,"2","2","16","3","1","1","1","0","0","1","7","0","1",4,2,"3","7","74","7","18","39","4","47","1","0","0","1",100,100,"8.61","381.77","0","none","0","30905","6","0","0","0","0","0","0","0","0","0","0","0","8","0","0","14","0","1","19","0","2","53","3",4,100,3,7,"3.5","206","270","9.98","12","WWTP other agency","City of Riverside POTW","330117003",3,"No"," "," "," ",0,1,1,3,NA
"8","8SSO10583","Active","06/15/2023","Municipal (Public)","63,118","1,701,188","420,000","2",1,"1","1","0","0","3","0","0","0","0","0","0","0","0",0,0,"2","0","87","0","10","0","1","0","0","0","0","0",100,0,"0","125","0","none","0","13600","0","0","0","0","0","0","0","0","0","1","0","0","55","0","0","40","0","0","3","0","0","1","0",0,100,0,0,"5","37","27","8","0","SSS other agency","Orange County Sanitation Dist.",NA,1,"No"," "," "," ",0,0,0,23,NA
"8","8SSO10584","Historical","05/06/2019","Municipal (Public)","15,568","447,025","525,000","4",2,"1","1","1","0","0","0","0","1","0","0","0","0","0",0,0,"1","0","83","0","16","0","0","0","0","0","0","0",100,0,"0","28.3","40.7","none","0","4300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","0","0","19","0","0","1","0",0,100,0,0,"0","28.3","5.1","1,950","2,431","SSS other agency","OCSD","8SSO10640",1,"No"," "," "," ",0,0,0,0,NA
"8","8SSO10585","Active","06/07/2023","Municipal (Public)","50,250","274,600","0","0",5,"1","1","1","0","0","0","0","1","0","0","0","0","0",1,0,"17","0","78","0","5","0","0","0","0","0","0","0",100,0,"0.5","120","137","lower","69","12130","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69","0","1","20","0","0","11","0",0,100,0,1,"1","46","3.8","2.1","3.1","SSS other agency","Eastern Municipal Water District","n/a",1,"No","No"," "," ",1,0,0,0,NA
"8","8SSO10587","Active","09/30/2022","Municipal (Public)","314,792","3,916,112","10,843,930","1",13,"1","1","4","0","4","2","1","3","1","2","1","4","0",1,1,"6","7","76","2","13","89","3","2","2","0","0","0",100,100,"11","878","170","none","0","34937","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","33","2","0","49","2",1,100,4,1,"7","427.54","36.56","20.77","25.48","WWTP same agency","Michelson WRP","8 302006002",1,"Yes","Yes","UC Irvine","8SSO10630",1,524,16,11,NA
"8","8SSO10588","Active","11/01/2022","Municipal (Public)","103,000","1,757,500","850,000","1",3,"1","1","4","0","1","0","0","0","0","0","0","0","0",0,0,"0","0.5","93.7","26.5","7.3","74","0","0","0","0","0","0",100,100,"2","169","260","none","0","34435","0","0","0","0","0","0","0","0","0","0","0","0","50","0","0","45","0","0","4","0","0","1","4",0,100,4,0,"1","165","2","5","6","WWTP other agency","Orange County Sanitation District","n/a",1,"Yes","No","Garden Grove","n/a",1,5,1,32,NA
"8","8SSO10590","Active","04/03/2023","Municipal (Public)","100,000","3,502,620","500,000","2",8,"1","1","3","0","4","0","0","1","0","0","1","0","0",0,0,"10","100","88","0","2","0","0","0","0","0","0","0",100,100,"5","197","121","lower","121","25525","0","0","0","0","0","0","0","0","0","3","0","0","20","0","0","56","0","2","12","2","6","9","4",7,100,6,15,"10","250","25","8","12.2","WWTP other agency","Orange County Sanatation District","8SSO10640",1,"No"," "," "," ",0,3,5,3,NA
"8","8SSO10591","Active","01/13/2023","Municipal (Public)","137,300","3,615,661","5,449,792","9",10,"5","3","15","0","0","0","0","2","0","0","0","0","0",0,0,"8","100","77","0","13","0","2","0","0","0","0","0",100,100,"0.1","313","615","none","0","33010","0","0","0","0","0","0","3","0","0","5","0","0","16","0","0","51","0","0","20","0","0","5","0",0,100,0,0,"0","113","40","15.1","16.8","WWTP other agency","Orange County Sanitary District","8SS010640",1,"Yes","No","Villa Park Collection System","8SS010635",1,0,1,5,NA
