"Region","Wdid","Status","Last.Updated.On","CS.Type","SSOq.Population.Served","SSOq.Annual.O.M.Budget","SSOq.Annual.Cap.Exp.Budget","SSOq.Entry.Individuals","SSOq.Journey.Individuals","SSOq.Super.Individuals","SSOq.Manage.Individuals","SSOq.Grade.I.Maint","SSOq.Grade.I.Plant","SSOq.Grade.II.Maint","SSOq.Grade.II.Ei","SSOq.Grade.II.Mechanical","SSOq.Grade.III.Maint","SSOq.Grade.III.Ei","SSOq.Grade.III.Mechanical","SSOq.Grade.IV.Maint","SSOq.Grade.IV.Ei","SSOq.Grade.IV.Mechanical","SSOQ_CSU_I","SSOQ_CSU_II","SSOQ_PIPE_6_GRAVITY","SSOQ_PIPE_6_FORCE","SSOQ_PIPE_8_GRAVITY","SSOQ_PIPE_8_FORCE","SSOQ_PIPE_9_18_GRAVITY","SSOQ_PIPE_9_18_FORCE","SSOQ_PIPE_19_36_GRAVITY","SSOQ_PIPE_19_36_FORCE","SSOQ_PIPE_36_GRAVITY","SSOQ_PIPE_36_FORCE","SSOQ_PIPE_UNKNOWN_GRAVITY","SSOQ_PIPE_UNKNOWN_FORCE","SSOQ_PIPE_TOTAL_GRAVITY","SSOQ_PIPE_TOTAL_FORCE","SSOQ_MILES_OF_FORCE_MAIN","SSOQ_MILES_OF_GRAVITY_SEWER","SSOQ_MILES_OF_LATERALS","SSOQ_PORTION_OF_LTERL_RESPSBLE","SSOQ_MILES_OF_LTERL_RESPSBLE","SSOQ_NO_SERVICE_LATERAL","SSOQ_UNKNOWN_GRAVITY","SSOQ_UNKNOWN_OVER","SSOQ_UNKNOWN_UNDER","SSOQ_CONSTRUCTED_BEFORE_1900","SSOQ_BEFORE_1900_OVER","SSOQ_BEFORE_1900_UNDER","SSOQ_CONSTRUCTED_1900_1919","SSOQ_1900_1919_OVER","SSOQ_1900_1919_UNDER","SSOQ_CONSTRUCTED_1920_1939","SSOQ_1920_1939_OVER","SSOQ_1920_1939_UNDER","SSOQ_CONSTRUCTED_1940_1959","SSOQ_1940_1959_OVER","SSOQ_1940_1959_UNDER","SSOQ_CONSTRUCTED_1960_1979","SSOQ_1960_1979_OVER","SSOQ_1960_1979_UNDER","SSOQ_CONSTRUCTED_1980_1999","SSOQ_1980_1999_OVER","SSOQ_1980_1999_UNDER","SSOQ_CONSTRUCTED_2000_CURRENT","SSOQ_AFTER_2000_OVER","SSOQ_AFTER_2000_UNDER","SSOQ_TOTAL_GRAVITY","SSOQ_TOTAL_OVER","SSOQ_TOTAL_UNDER","SSOQ_INACCESSIBLE_SEWER_MILES","SSOQ_SEWER_CLEAN_PRODUCTION","SSOQ_GRAVITY_SEWER_INSPECTION","SSOQ_SSF_AVERAGE_DRY","SSOQ_SSF_PEAK_WET","SSOQ_TO_TYPE_1","SSOQ_TO_NAME_1","SSOQ_TO_WDID_1","SSOQ_26_COUNT","SSOQ_TRIBUTARY_SSS","SSOQ_TRIBUTARY_1","SSOQ_TRIBUTARY_NAME_1","SSOQ_TRIBUTARY_WDID_1","SSOQ_27B_COUNT","SSOQ_GRAVITY_AERIAL_CROSS","SSOQ_FORCE_AERIAL_CROSS","SSOQ_SIPHONS_CONVEY_SEWAGE","X"
"1","1SSO10078","Active","01/13/2023","Municipal (Public)","3,000","10,000","0","2",0,"0","1","0","0","0","0","0","0","0","0","0","0","0",1,1,"90","0","5","100","5","0","0","0","0","0","0","0",100,100,"0.5","26","20","lower","5","1250","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","20","0","0","35","0","1","5","0",0,100,0,1,"0","6","0.2",".25","1.5","WWTP same agency","Perk Beds","123",1,"No"," "," "," ",0,6,0,1,NA
"1","1SSO10079","Active","12/12/2022","Municipal (Public)","2,932","317,240","217,411","2",1,"1","1","0","0","1","0","0","0","0","0","0","0","0",0,0,"70","0","10","0","20","100","0","0","0","0","0","0",100,100,"2","22","0","none","0","1970","0","0","0","0","0","0","1","0","0","2","0","0","30","0","0","30","0","0","35","0","0","2","2",0,100,2,0,"1","13","15","1.29","1.43","WWTP same agency","Weed Shastina","ISSO10079",1,"No"," "," "," ",0,8,2,0,NA
"1","1SSO10080","Historical","06/03/2022","Municipal (Public)","317","27,847","15,500","0",1,"1","2","0","0","0","0","0","0","0","0","0","0","0",1,1,"85","100","15","0","0","0","0","0","0","0","0","0",100,100,"0.7","3","0.8","lower","0.2","123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","1","0","0",0,100,0,1,"0","0.5","0.85","0.0067","0.04368","WWTP same agency","Weott Community Services District","1SSO10080",1,"No"," "," "," ",0,0,0,0,NA
"1","1SSO10081","Active","05/19/2023","Municipal (Public)","50","76,676","15,000","1",1,"1","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"100","100","0","0","0","0","0","0","0","0","0","0",100,100,"0.4","0.9","0.3","lower","0.3","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","1","0","0","0","0","0",0,100,0,1,"0","0","0","0.0045","0.0227","WWTP same agency","Westport County Water District","1B752600MEN",1,"No"," "," "," ",0,0,0,0,NA
"1","1SSO10083","Historical","","","","","","",NA,"","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","",0,"","","","",0,NA,NA,NA,NA
"1","1SSO10085","Active","10/25/2022","Municipal (Public)","28,569","885,680","1,200,000","0",6,"1","3","0","0","3","0","0","0","0","0","0","0","0",3,3,"49","0.3","32","0","15","0","4","0",".2","0","0","0",100,0,"0.3","94","60","none","0","8250",NA,NA,NA,"0","0","0","0","0","0","0","0","0","1","0","0","39","0","0","50","1","0","10","1",0,100,2,0,"0","20","10","1.27","4.86","WWTP same agency","Windsor Water District","1SSO10085",1,"No"," "," "," ",0,0,0,2,NA
"1","1SSO10086","Active","06/01/2023","Municipal (Public)","7,800","3,600,000","8,675,000","3",6,"3","3","0","0","0","0","0","0","0","0","0","0","0",0,0,"65","0","25","0","5","0","5","0","0","0","0","0",100,0,"1.7","48.1","10","none","0","2995","2","0","0","6","0","0","6","0","0","24","0","0","12","0","0","35","0","0","5","0","0","10","0",4,100,0,4,"1.7","15","10",".807","3.25","WWTP same agency","CITY OF YREKA WASTEWATER","1A84073OSIS",1,"No","No"," "," ",1,6,0,2,NA
"1","1SSO10100","Active","02/26/2023","Municipal (Public)","520","330,800","33,000","0",2,"1","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"83","100","17","0","0","0","0","0","0","0","0","0",100,100,"4","4.8","4.3","lower","1.1","211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","2","0","0",0,100,0,2,"0","0","0","25,849","36,598","SSS other agency","City of Arcata","1B15019WNHU",1,"No"," "," "," ",0,0,1,0,NA
"1","1SSO11000","Historical","05/11/2015","Park (w/Campground)","1,500","0","0","1",1,"1","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"100","0","0","0","0","0","0","0","0","0","0","0",100,0,"0.6","1.3","0.5","upperLower","0.5","1","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","50","0","0","25","0","0","15","0",4,100,0,4,"0.8","0","0",".0008",".0002","SSS same agency","salt point state park","1sso11000",1,"No"," "," "," ",0,0,0,0,NA
"1","1SSO11173","Active","09/06/2022","School","12,000","24,000","0","3",4,"2","2","0","0","0","0","0","0","0","0","0","0","0",0,0,"60","100","40","0","0","0","0","0","0","0","0","0",100,100,"0.1","4.5","0.2","upperLower","0.2","72","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","85","0",0,100,0,0,"0","0.2","0.2",".12",".12","WWTP other agency","City of Arcata","1SSO11173",1,"No"," "," "," ",0,2,0,0,NA
"1","1SSO11419","Active","01/31/2023","Municipal (Public)","16,667","3,555,032","1,282,000","1",8,"2","2","0","0","1","0","1","0","0","0","0","0","0",1,0,"70","60","20","20","10","20","0","0","0","0","0","0",100,100,"18","78","50","none","0","6618","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","5","14","15","0","7","5","0",2,100,5,23,"5","12.5","1.7",".8","1.64","SSS other agency","City of Eureka","1B82151OHUM",2,"No"," "," "," ",0,1,4,0,NA
"1","1SSO11441","Active","04/03/2023","Municipal (Public)","3,047","35,000","70,000","2",3,"1","1","3","0","0","0","0","0","0","0","0","0","0",3,0,"70","100","30","0","0","0","0","0","0","0","0","0",100,100,"1","54","20","lower","15","1325","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","1",3,100,1,3,"1","16","12","170,000","1,500,000","WWTP other agency","willits","0",1,"No"," "," "," ",0,2,0,2,NA
"1","1SSO11454","Active","11/10/2022","Other","5,000","917,624","255,000","4",5,"2","2","0","0","0","0","0","0","0","0","0","0","0",0,0,"60","0","10","0","15","0","10","0","5","0","0","0",100,0,"1","43","44","none","0","4971","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","35","0","0","40","2","0","0","0",0,100,2,0,"0","50","30","1.1","5.225","WWTP other agency","City of Ukiah","1B84029OMEN",1,"No"," "," "," ",0,17,3,3,NA
"1","1SSO11467","Active","11/01/2022","Municipal (Public)","7,500","2,345,000","1,525,000","1",6,"1","2","0","0","0","0","0","0","0","0","0","0","0",3,0,"65","0","25","0","10","100","0","0","0","0","0","0",100,100,"2.6","25","20","lower","8","2900","0","0","0","0","0","0","15","0","0","40","0","0","10","0","0","23","4","0","7","0","2","5","0",0,100,4,2,"2","7.8","3","0.550","1.595","WWTP same agency","Municipal Improvement District","1B84083OMEN",1,"No"," "," "," ",0,0,3,0,NA
"1","1SSO11475","Active","11/14/2022","Municipal (Public)","367","79,010","17,000","0",3,"2","0","0","0","1","0","0","1","0","0","1","0","0",0,0,"100","100","0","0","0","0","0","0","0","0","0","0",100,100,"1.5","3.6","4","none","0","152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","1","0","0",0,100,0,1,"2.8","0","0","15,000","49,000","WWTP other agency","fortuna wwtp","na",1,"No","No"," "," ",1,0,0,0,NA
"1","1SSO11490","Active","09/09/2022","Military","1,650","10,000","25,000","1",1,"0","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"15","100","80","0","5","0","0","0","0","0","0","0",100,100,"1.2","4.9","0.6","upperLower","0.6","158","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","50","0","0","20","0","1","25","0",1,100,0,2,"0.5","0.25","0",".047","0.176","WWTP same agency","US Coast Guard TRACEN WWTP","1B72033OSON",1,"No"," "," "," ",0,3,1,0,NA
"1","1SSO11491","Active","02/14/2023","Municipal (Public)","179,213","4,520,158","13,111,900","28",41,"7","3","19","0","9","0","0","7","0","0","4","0","0",13,4,"35","72","42","1","15","12","5","15","3","0","0","0",100,100,"6.52","571.10","445","none","0","49027","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","38","3","0","36","9","0","18","5",0,100,17,0,"0","238.75","65.80","12.75","22.10","WWTP same agency","Laguana Treatment Plant","1B830990SON",1,"Yes","No","South Park Co Sanitation District","1SSO10070",1,170,5,32,NA
"1","1SSO11555","Active","04/06/2023","Municipal (Public)","150","140,000","13,000","0",2,"1","0","1","0","0","0","0","0","0","0","0","0","0",1,0,"0","100","100","0","0","0","0","0","0","0","0","0",100,100,"2","1","0.5","none","0","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","2","0","0",0,100,0,2,"0.5","0.5","0",".005",".024","WWTP same agency","anchor bay","na",1,"No"," "," "," ",0,1,0,0,NA
"1","1SSO11603","Active","12/08/2022","Municipal (Public)","1,000","267,700","1,686,500","0",3,"1","2","1","1","0","0","0","0","0","0","0","0","0",1,1,"60","0","0","0","40","0","0","0","0","0","0","0",100,100,"0","4.5","1","none","0","484","0","0","0","0","0","0","0","0","0","35","0","0","50","0","0","15","0","3","0","0","0","0","0",0,100,0,3,"0","1","0.3","087","267","SSS same agency","0","0",4,"No"," "," "," ",0,0,1,0,NA
"1","1SSO11611","Active","01/10/2023","Municipal (Public)","2,000","35,000","5,000","3",3,"2","1","1","0","2","0","0","0","0","0","0","0","0",0,0,"70","100","20","0","10","0","0","0","0","0","0","0",100,100,"1","5","1","lower","1","400","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","1","4","0","0",0,100,1,4,"0","0","0",".075",".35","WWTP same agency","Hayfork","1A97069wntr",1,"No"," "," "," ",0,1,1,0,NA
"1","1SSO11652","Active","02/15/2023","Landfill","30","400,000","5,000","0",0,"0","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,0,"0","0","100","100","0","0","0","0","0","0","0","0",100,100,"0.5","4.5","0","none","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","1",0,100,1,0,"0","N/A","N/A","0","0","WWTP other agency","Laguna Subregional WWTP, Llano Rd., Santa Rosa","1SSO11652",1,"No"," "," "," ",0,3,0,0,NA
"1","1SSO11752","Active","10/10/2022","Municipal (Public)","1,208","481,155","100,500","0",4,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"30","100","30","0","40","0","0","0","0","0","0","0",100,100,"0.5","2.5","1","lower","0.5","550","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","60","1","0","05","0","1","0","0",0,100,1,1,"0","0.5","0.2","0.090","0.815","WWTP same agency","Blue Lake WWTP",NA,1,"Yes","Yes","Blue Lake WWTP",NA,1,3,1,0,NA
"1","1SSO18109","Historical","","","","","","",NA,"","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","",0,"","","","",0,NA,NA,NA,NA
"2","2SSO10087","Active","03/29/2023","Municipal (Public)","80,000","3,100,000","9,100,000","2",9,"2","2","1","0","2","1","0","1","0","0","1","0","0",0,2,"30","75","40","15","30","10","0","0","0","0","0","0",100,100,"6","128","100","lower","0","18510","50","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","4","8","10","1","1","40","16",3,100,21,22,"6","11.3","0","5.9","33","SSS other agency","EBMUD","0",1,"No"," "," "," ",0,0,0,0,NA
"2","2SSO10088","Active","11/15/2022","Municipal (Public)","20,000","2,160,192","4,387,000","3",3,"0","3","2","0","0","0","0","0","0","0","0","0","0",0,0,"20","0","58","0","19","0","2","0","1","0","0","0",100,0,"0","32","32","lower","14","4600","0","0","0","0","0","0","5","0","0","8","0","0","3","0","0","1","0","0","28","0","0","55","0",0,100,0,0,"0","10.23","7","1.2","21.7","WWTP other agency","East Bay Municipal Utility District","2SSO10131",1,"Yes","No","University fo California - Village","2SSO10210",2,5,0,0,NA
"2","2SSO10089","Active","09/06/2022","Municipal (Public)","1,700","505,000","505,000","0.12",0,"0","0.25","0","0","0","0","0","0","0","0","0","0","0",0,0,"90","0","10","0","0","0","0","0","0","0","0","0",100,0,"0","6.0","5","none","0","750","0","0","0","0","0","0","0","0","0","0","0","0","57","0","0","4","0","0","1","0","0","38","0",0,100,0,0,"0","4.4","0.1","0.14","1.4","WWTP other agency","Sewerage Agency of Southern Marin","221I000240",1,"No"," "," "," ",0,0,0,0,NA
"2","2SSO10090","Active","04/06/2023","Municipal (Public)","1,200","592,250","400,000","0",0,"0","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"90","0","10","0","0","0","0","0","0","0","0","0",100,0,"0","3.125","15","none","0","572","0","0","0","0","0","0","0","0","0","0","0","0","53","0","0","0","0","0","12","0","0","35","0",0,100,0,0,"0","2.20","1","0.0705","0.270","WWTP same agency","Sewerage Agency of Southern Marin","2SSO 10090",1,"No"," "," "," ",0,0,0,0,NA
"2","2SSO10091","Active","03/03/2023","Municipal (Public)","19,454","373,855","1,200,000","0",3,"1","1","1","0","1","0","0","1","0","0","0","0","0",8,4,"60","10","30","0","10","90","0","0","0","0","0","0",100,100,"1","54","40","lower","26","4600","0","0","0","0","0","0","5","0","0","10","0","0","20","0","0","15","1","2","25","0","0","25","0",2,100,1,4,"3","22.5","1","1.4","4.2","WWTP same agency","City Of American Canyon","2SS010091",1,"No"," "," "," ",0,16,2,0,NA
"2","2SSO10092","Active","08/14/2022","Park (w/Campground)","2,000","92,000","92,000","2",1,"1","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"100","100","0","0","0","0","0","0","0","0","0","0",100,100,"4","2","2","upperLower","2","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","0","0","20","0",8,100,0,8,"0","0.5","0",".012",".018","WWTP same agency","Angel Island State Park WWTP","R2-2005-0031",4,"No","No"," "," ",5,0,0,0,NA
"2","2SSO10093","Active","03/10/2023","Municipal (Public)","11,000","1,665,700","40,000","0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,"40%","0","60%","0","0","100%","0","0","0","0","0","0",100,100,"1","12","13","lower","6.6","1820","0","0","0","0%","0","0","0%","0","0","0%","0","0","3%","0","0","25%","0","0","60%","0","0","12%","0",0,100,0,0,"0","6","6","265,000gpd","420,500gpd","WWTP other agency","SFPUC","0",1,"No"," "," "," ",0,0,0,0,NA
"2","2SSO10094","Active","02/03/2023","Municipal (Public)","26,000","$6,324,294","5,300,000","3",11,"2","1","1","0","1","0","0","5","1","0","2","0","0",0,0,"77","52","14","4","7","44","2","0","0","0","0","0",100,100,"3","75","76","none","0","7,690","0","0","0","0","0","0","0","0","0","4","0","0","16","0","0","15","0","0","13","1","4","52","2",2,100,3,7,"5","65.02","22.28","1.8","11.5","WWTP other agency","Silicon Valley Clean Water",NA,2,"No"," "," "," ",0,16,2,0,NA
"2","2SSO10095","Active","06/27/2022","Municipal (Public)","28,086","1,779,125","1,543,885","3",6,"2","2","5","1","1","2","2","1","0","0","0","0","0",2,0,"0","5","35","30","63","65","2","0","0","0","0","0",100,100,"5","148","87","lower","22","9268","0","0","0","0","0","0","0","0","0","5","0","0","10","1","2","15","0","3","60","5","12","10","0",0,100,6,17,"8","27.1","4.55","2.0","9.0","WWTP same agency","City of Benicia","2SSO10095",4,"No"," "," "," ",0,2,1,0,NA
"2","2SSO10096","Active","01/30/2023","Municipal (Public)","112,580","7,175,444","24,835,899","2",20,"2","3","0","0","3","0","0","0","0","0","0","0","0",0,0,"21","52","54","48","19","0","4","0","1","0","1","0",100,100,"0.6","254","260","lower","130","31600","7","7","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","40","0","0","49","0",0,100,7,0,"0","51","20","9.6","115.2","WWTP other agency","EBMUD","2SSO10131",2,"Yes","Yes","UCB","2SSO10210",5,33,0,0,NA
"2","2SSO10097","Active","02/03/2023","Municipal (Public)","4,851","3,908,830","330,000","3",1,"1","2","1","0","3","0","0","0","0","0","0","0","0",4,0,"47","27","31","57","22","16","0","0","0","0","0","0",100,100,"3.9","17.1","7.2","none","0","1945","0","0","0","0","0","0","0","0","0","0","0","0","44","0","0","30","0","0","13","1","2","13","1",0,100,2,2,"1","3.27","2.17","0.368","0.386","WWTP other agency","San Francisco PUC Southeast WWTP","CA0037664",1,"No"," "," "," ",0,0,0,0,NA
"2","2SSO10098","Active","03/07/2023","Municipal (Public)","3,756","801,840","206,318","0",2,"1","1","1","0","1","0","0","0","0","0","0","0","0",0,1,"87","0","12","0","1","0","0","0","0","0","0","0",100,0,"0","5.3","3.5","lower","2","1650","0","0","0","0","0","0","0","0","0","0","0","0","95","0","0","0","0","0","3","0","0","2","0",0,100,0,0,"0.1","2.2","0.7",".029",".35","WWTP other agency","San Jose Santa Clara Regional Wastewater Facility",NA,1,"No"," "," "," ",0,0,0,0,NA
"2","2SSO10099","Active","03/13/2023","Municipal (Public)","30,160","6,600,000","4,700,000","6",15,"2","2","11","1","4","1","3","2","0","0","3","0","0",0,0,"48","0","31","31","16","36","4","33","1","0","0","0",100,100,"6.1","81.4","60","lower","31","8526","0","0","0","10","0","0","20","0","0","16","0","0","18","1","0","14","1","0","12","1","1","10","1",2,100,4,3,"5","46.7","18.9","2.6","8.17","WWTP same agency","City of Burlingame","CA0037788",1,"Yes","No","Town of Hillsborough","2SSO10142",1,2,4,7,NA
"2","2SSO10100","Active","10/27/2022","Municipal (Public)","40,000","2,656,800","3,546,500","2",6,"3","2","3","0","1","0","0","3","1","0","6","0","0",4,4,"57","5","33","5","6","10","4","80","0","0","0","0",100,100,"4.2","96","150","none","0","12000","0","0","0","0","0","0","0","0","0","0","0","0","60","0","0","35","3","0","1","0","0","4","2",0,100,5,0,"0","110","11","2.5","10","WWTP same agency","Calera Creek Water Recycling Plant","2SSO10100",1,"No"," "," "," ",0,3,0,0,NA
"2","2SSO10101","Active","04/12/2023","School","13,500","10,000","0","0",3,"1","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"10","0","40","0","50","0","0","0","0","0","0","0",100,0,"0","2.3","0","none","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98","10","0","1","0","0","1","0",0,100,10,0,"0","0.057","0","0.00054","0.00142","WWTP other agency","East Bay Discharge Authority Group","2 019123001",1,"No"," "," "," ",0,0,0,0,NA
"2","2SSO10102","Active","01/13/2023","Municipal (Public)","5,322","3,704,243","3,414,687","0",4,"1","3","0","0","0","0","0","0","0","0","0","0","0",0,0,"28","0","56","20","16","80","0","0","0","0","0","0",100,100,"0.42","18.0","25","none","0.3","1370","0","0","0","0","0","0","7","0","0","7","0","0","11","0","0","38","0","0","30","1","0","7","3",0,100,4,0,"0","12.08","0.32","0.26","3.0","WWTP same agency","Calistoga WWTP","2 283003001",1,"No"," "," "," ",0,2,5,1,NA
"2","2SSO10103","Active","06/29/2023","Municipal (Public)","64,392","7,566,889","407,000","1",7,"2","1","7","0","1","0","0","2","0","1","2","0","0",0,0,"20","48","66","52","10","0","3","0","1","0","0","0",100,100,"2","148","158","none","0","17355","0","0","0","0","0","0","0","0","0","5","0","0","56","0","4","24","0","0","12","0","3","3","0",1,100,0,8,"0","91","4","3.4","36.82","WWTP other agency","Oro Loma Sanitary District","na",2,"No"," "," "," ",0,11,0,0,NA
"2","2SSO10104","Active","10/25/2022","Airport","10,000","7,643,408","4,309,204","0",14,"5","1","0","0","0","0","1","0","0","1","0","0","0",0,0,"62","43","13","13","22","19","3","21","0","4","0","0",100,100,"15.5","15.6","0","upperLower","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","16","1","12","39","1","8","44","1",10,100,3,30,"0","0.30","0.1","0.66","1.2","WWTP same agency","Mel Leong Treatment Plant","2SSO10104",1,"Yes","No","United States Coast Guard",NA,1,0,0,0,NA
"2","2SSO10105","Active","01/06/2023","Municipal (Public)","487,300","13,480,048","36,850,000","7",46,"8","2","11","0","23","0","2","4","0","3","6","0","1",0,0,"15","5","68","5","11","42","4","48","2","0","0","0",100,100,"25","1,512","1,070","none","0","155660","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","38","0","2","27","2","2","16","5",7,100,7,11,"0","750","120","30.9","70.6","WWTP same agency","Central Contra Costa Sanitary","207100801",1,"Yes","No","City of Concord","2SSO10109",1,202,4,51,NA
"2","2SSO10109","Active","06/27/2023","Municipal (Public)","129,783","33,681,153","4,325,000","6",3,"1","1","1","0","3","0","0","3","0","0","1","0","0",0,0,"46","0","24","0","13","0","4","0","3","0","10","0",100,0,"0","344.9","344","lower","119.7","42118","0","0","0","0","0","0","3","0","0","5","0","0","31","0","0","25","0","0","29","0","0","7","0",0,100,0,0,"25","78","13","10.3","15.3","WWTP other agency","cccsd","0",1,"No"," "," "," ",0,3,0,0,NA
